State,Year,Quarter,Pincode,Count,Amount
Karnataka,2019,1,560076,1717311,1717311
Karnataka,2019,1,560078,1433092,1433092
Karnataka,2019,1,560048,1220473,1220473
Karnataka,2019,1,560043,1087360,1087360
Karnataka,2019,2,560001,27169035,27169035
Karnataka,2019,2,560068,3899947,3899947
Karnataka,2019,2,560037,3726533,3726533
Karnataka,2019,2,560100,2898263,2898263
Karnataka,2019,2,560103,2324181,2324181
Karnataka,2019,2,560076,2267844,2267844
Karnataka,2019,2,560066,2160674,2160674
Karnataka,2019,2,560078,1905438,1905438
Karnataka,2019,2,560048,1435934,1435934
Karnataka,2019,2,560043,1423064,1423064
Karnataka,2019,3,560001,34182229,34182229
Karnataka,2019,3,560068,5947189,5947189
Karnataka,2019,3,560037,5618911,5618911
Karnataka,2019,3,560100,4354779,4354779
Karnataka,2019,3,560076,3695866,3695866
Karnataka,2019,3,560103,3666274,3666274
Karnataka,2019,3,560066,3515277,3515277
Karnataka,2019,3,560078,3061845,3061845
Karnataka,2019,3,560043,2368849,2368849
Karnataka,2019,3,560048,2322786,2322786
Karnataka,2019,4,560001,48600127,48600127
Karnataka,2019,4,560068,7900010,7900010
Karnataka,2019,4,560037,7262363,7262363
Karnataka,2019,4,560100,5715071,5715071
Karnataka,2019,4,560076,4874891,4874891
Karnataka,2019,4,560103,4782743,4782743
Karnataka,2019,4,560066,4591973,4591973
Karnataka,2019,4,560078,4152231,4152231
Karnataka,2019,4,560043,3212130,3212130
Karnataka,2019,4,560048,3079311,3079311
Karnataka,2020,1,560001,57330889,57330889
Karnataka,2020,1,560068,8405450,8405450
Karnataka,2020,1,560037,7465398,7465398
Karnataka,2020,1,560100,5915500,5915500
Karnataka,2020,1,560076,5236440,5236440
Karnataka,2020,1,560103,5083664,5083664
Karnataka,2020,1,560066,4764049,4764049
Karnataka,2020,1,560078,4471072,4471072
Karnataka,2020,1,560043,3603586,3603586
Karnataka,2020,1,560048,3269181,3269181
Karnataka,2020,2,560001,38973791,38973791
Karnataka,2020,2,560068,5219518,5219518
Karnataka,2020,2,560037,3913533,3913533
Karnataka,2020,2,560076,3436124,3436124
Karnataka,2020,2,560100,3088811,3088811
Karnataka,2020,2,560078,2993252,2993252
Karnataka,2020,2,560066,2403434,2403434
Karnataka,2020,2,560043,2338058,2338058
Karnataka,2020,2,560091,2199155,2199155
Karnataka,2020,2,560067,2196048,2196048
Karnataka,2020,3,560001,56516908,56516908
Karnataka,2020,3,560068,7054454,7054454
Karnataka,2020,3,560076,4524287,4524287
Karnataka,2020,3,560078,4289114,4289114
Karnataka,2020,3,560037,4264534,4264534
Karnataka,2020,3,560100,4135171,4135171
Karnataka,2020,3,560043,3420296,3420296
Karnataka,2020,3,560091,3368396,3368396
Karnataka,2020,3,560058,3252549,3252549
Karnataka,2020,3,560064,3067497,3067497
Karnataka,2020,4,560001,56310863,56310863
Karnataka,2020,4,560068,10785785,10785785
Karnataka,2020,4,560076,7038825,7038825
Karnataka,2020,4,560078,6889794,6889794
Karnataka,2020,4,560100,6276214,6276214
Karnataka,2020,4,560037,6123495,6123495
Karnataka,2020,4,560043,5727108,5727108
Karnataka,2020,4,560091,5177157,5177157
Karnataka,2020,4,560058,5175484,5175484
Karnataka,2020,4,560064,4855035,4855035
Karnataka,2021,1,560001,111898471,111898471
Karnataka,2021,1,560068,12064288,12064288
Karnataka,2021,1,560076,8039229,8039229
Karnataka,2021,1,560078,7802876,7802876
Karnataka,2021,1,560037,7275346,7275346
Karnataka,2021,1,560100,6853014,6853014
Karnataka,2021,1,560043,6346882,6346882
Karnataka,2021,1,560091,5772520,5772520
Karnataka,2021,1,560064,5662067,5662067
Karnataka,2021,1,560058,5642004,5642004
Karnataka,2021,2,560001,123224371,123224371
Karnataka,2021,2,560068,10085408,10085408
Karnataka,2021,2,560076,6656017,6656017
Karnataka,2021,2,560078,6608856,6608856
Karnataka,2021,2,560037,5877545,5877545
Karnataka,2021,2,560100,5812440,5812440
Karnataka,2021,2,577006,5607333,5607333
Karnataka,2021,2,560043,5527079,5527079
Karnataka,2021,2,560091,5308121,5308121
Karnataka,2021,2,575006,5093065,5093065
Karnataka,2021,3,560001,171396431,171396431
Karnataka,2021,3,560068,14623854,14623854
Karnataka,2021,3,560078,9785218,9785218
Karnataka,2021,3,560076,9738793,9738793
Karnataka,2021,3,577006,8416485,8416485
Karnataka,2021,3,560100,8244539,8244539
Karnataka,2021,3,560037,8234529,8234529
Karnataka,2021,3,560043,8192016,8192016
Karnataka,2021,3,560058,7799936,7799936
Karnataka,2021,3,560091,7775322,7775322
Karnataka,2021,4,560001,206723470,206723470
Karnataka,2021,4,560068,18049591,18049591
Karnataka,2021,4,560076,12077917,12077917
Karnataka,2021,4,560078,11877575,11877575
Karnataka,2021,4,560037,10606419,10606419
Karnataka,2021,4,577006,10431197,10431197
Karnataka,2021,4,560043,10107378,10107378
Karnataka,2021,4,560100,9822558,9822558
Karnataka,2021,4,560058,9596609,9596609
Karnataka,2021,4,560091,9578828,9578828
Karnataka,2022,1,560001,224793308,224793308
Karnataka,2022,1,560068,20226669,20226669
Karnataka,2022,1,560076,13452682,13452682
Karnataka,2022,1,560078,13374224,13374224
Karnataka,2022,1,560037,11931962,11931962
Karnataka,2022,1,577006,11370123,11370123
Karnataka,2022,1,560043,11337710,11337710
Karnataka,2022,1,560058,10935539,10935539
Karnataka,2022,1,560091,10867507,10867507
Karnataka,2022,1,560100,10730328,10730328
Karnataka,2022,2,560001,271515853,271515853
Karnataka,2022,2,560068,24820949,24820949
Karnataka,2022,2,560037,17245624,17245624
Karnataka,2022,2,560076,16326880,16326880
Karnataka,2022,2,560078,15927103,15927103
Karnataka,2022,2,577006,14838722,14838722
Karnataka,2022,2,560043,13973514,13973514
Karnataka,2022,2,560100,13480485,13480485
Karnataka,2022,2,560058,12489370,12489370
Karnataka,2022,2,560091,12456422,12456422
Karnataka,2022,3,560027,160449902,160449902
Karnataka,2022,3,560001,43509658,43509658
Karnataka,2022,3,560068,26365682,26365682
Karnataka,2022,3,560037,19914683,19914683
Karnataka,2022,3,560076,17191585,17191585
Karnataka,2022,3,560078,16244679,16244679
Karnataka,2022,3,560043,14857948,14857948
Karnataka,2022,3,560100,14586151,14586151
Karnataka,2022,3,560058,12782193,12782193
Karnataka,2022,3,560091,12694300,12694300
Karnataka,2022,4,560027,290033166,290033166
Karnataka,2022,4,560068,28204959,28204959
Karnataka,2022,4,560037,21492132,21492132
Karnataka,2022,4,560076,18404903,18404903
Karnataka,2022,4,560078,17422425,17422425
Karnataka,2022,4,560043,16004053,16004053
Karnataka,2022,4,560100,15780250,15780250
Karnataka,2022,4,560066,13776420,13776420
Karnataka,2022,4,560064,13758871,13758871
Karnataka,2022,4,560058,13689115,13689115
Kerala,2018,1,682035,56906,56906
Kerala,2018,1,676517,46257,46257
Kerala,2018,1,680001,30183,30183
Kerala,2018,1,673020,28246,28246
Kerala,2018,1,686001,25369,25369
Kerala,2018,1,678001,24581,24581
Kerala,2018,1,682042,21871,21871
Kerala,2018,1,695014,21835,21835
Kerala,2018,1,673585,17972,17972
Kerala,2018,1,691001,16447,16447
Kerala,2018,2,682035,78839,78839
Kerala,2018,2,676517,53515,53515
Kerala,2018,2,673020,40292,40292
Kerala,2018,2,680001,38451,38451
Kerala,2018,2,686001,30333,30333
Kerala,2018,2,682042,28431,28431
Kerala,2018,2,695014,26794,26794
Kerala,2018,2,678001,26636,26636
Kerala,2018,2,673585,21014,21014
Kerala,2018,2,691001,20473,20473
Kerala,2018,3,682035,114548,114548
Kerala,2018,3,673020,61657,61657
Kerala,2018,3,676517,57721,57721
Kerala,2018,3,680001,53939,53939
Kerala,2018,3,686001,47124,47124
Kerala,2018,3,682042,39219,39219
Kerala,2018,3,695014,33399,33399
Kerala,2018,3,678001,32261,32261
Kerala,2018,3,691001,27473,27473
Kerala,2018,3,673585,25681,25681
Kerala,2018,4,682035,126832,126832
Kerala,2018,4,680001,63889,63889
Kerala,2018,4,673020,62141,62141
Kerala,2018,4,682042,62060,62060
Kerala,2018,4,676517,55922,55922
Kerala,2018,4,686001,52019,52019
Kerala,2018,4,695014,43232,43232
Kerala,2018,4,678001,41581,41581
Kerala,2018,4,682024,36223,36223
Kerala,2018,4,695001,33334,33334
Kerala,2019,1,682035,424794,424794
Kerala,2019,1,680001,152326,152326
Kerala,2019,1,695014,102836,102836
Kerala,2019,1,686001,93725,93725
Kerala,2019,1,676517,91865,91865
Kerala,2019,1,682042,87940,87940
Kerala,2019,1,673020,73381,73381
Kerala,2019,1,678001,57653,57653
Kerala,2019,1,695581,49868,49868
Kerala,2019,1,682024,49330,49330
Kerala,2019,2,682035,1095414,1095414
Kerala,2019,2,680001,344201,344201
Kerala,2019,2,695014,241274,241274
Kerala,2019,2,686001,129126,129126
Kerala,2019,2,676517,90823,90823
Kerala,2019,2,682042,82406,82406
Kerala,2019,2,670017,57524,57524
Kerala,2019,2,682024,51192,51192
Kerala,2019,2,695001,47985,47985
Kerala,2019,2,688012,46891,46891
Kerala,2019,3,682035,922736,922736
Kerala,2019,3,680001,269925,269925
Kerala,2019,3,695014,219352,219352
Kerala,2019,3,686001,122010,122010
Kerala,2019,3,682042,121617,121617
Kerala,2019,3,682024,76457,76457
Kerala,2019,3,695001,75266,75266
Kerala,2019,3,676517,69125,69125
Kerala,2019,3,695581,66597,66597
Kerala,2019,3,682025,66170,66170
Kerala,2019,4,682035,1169059,1169059
Kerala,2019,4,680001,376442,376442
Kerala,2019,4,695014,276115,276115
Kerala,2019,4,686001,172682,172682
Kerala,2019,4,682042,162826,162826
Kerala,2019,4,682016,152224,152224
Kerala,2019,4,695001,125570,125570
Kerala,2019,4,682024,100100,100100
Kerala,2019,4,695581,92423,92423
Kerala,2019,4,682025,92329,92329
Kerala,2020,1,682016,1364356,1364356
Kerala,2020,1,680001,497689,497689
Kerala,2020,1,682003,421571,421571
Kerala,2020,1,695001,363718,363718
Kerala,2020,1,682042,359054,359054
Kerala,2020,1,673032,341861,341861
Kerala,2020,1,682036,227320,227320
Kerala,2020,1,686001,220877,220877
Kerala,2020,1,682024,117801,117801
Kerala,2020,1,695581,111524,111524
Kerala,2020,2,682016,1783976,1783976
Kerala,2020,2,680001,380483,380483
Kerala,2020,2,682003,255872,255872
Kerala,2020,2,695001,242530,242530
Kerala,2020,2,682036,194815,194815
Kerala,2020,2,673032,188347,188347
Kerala,2020,2,686001,141765,141765
Kerala,2020,2,682042,125297,125297
Kerala,2020,2,676504,118227,118227
Kerala,2020,2,682038,73188,73188
Kerala,2020,3,682016,1781390,1781390
Kerala,2020,3,682003,640704,640704
Kerala,2020,3,680001,508929,508929
Kerala,2020,3,673032,276784,276784
Kerala,2020,3,676504,260256,260256
Kerala,2020,3,686001,210014,210014
Kerala,2020,3,691001,175285,175285
Kerala,2020,3,682042,165204,165204
Kerala,2020,3,695001,162293,162293
Kerala,2020,3,682024,124208,124208
Kerala,2020,4,682016,1782552,1782552
Kerala,2020,4,682003,661831,661831
Kerala,2020,4,680001,522431,522431
Kerala,2020,4,673032,345569,345569
Kerala,2020,4,682042,318495,318495
Kerala,2020,4,682024,295043,295043
Kerala,2020,4,676504,288515,288515
Kerala,2020,4,682025,243156,243156
Kerala,2020,4,695001,242334,242334
Kerala,2020,4,682020,228127,228127
Kerala,2021,1,682016,4083761,4083761
Kerala,2021,1,682003,1444566,1444566
Kerala,2021,1,680001,1204345,1204345
Kerala,2021,1,676504,716927,716927
Kerala,2021,1,673032,700942,700942
Kerala,2021,1,686001,445178,445178
Kerala,2021,1,695001,426500,426500
Kerala,2021,1,682042,397188,397188
Kerala,2021,1,682024,380649,380649
Kerala,2021,1,691001,351230,351230
Kerala,2021,2,682016,5021464,5021464
Kerala,2021,2,682003,1734880,1734880
Kerala,2021,2,680001,1450332,1450332
Kerala,2021,2,676504,797106,797106
Kerala,2021,2,673032,719086,719086
Kerala,2021,2,686001,558513,558513
Kerala,2021,2,695001,464554,464554
Kerala,2021,2,691001,394496,394496
Kerala,2021,2,682042,364155,364155
Kerala,2021,2,682036,306976,306976
Kerala,2021,3,682016,6568348,6568348
Kerala,2021,3,682003,2217365,2217365
Kerala,2021,3,680001,1836735,1836735
Kerala,2021,3,676504,1078881,1078881
Kerala,2021,3,673032,1078867,1078867
Kerala,2021,3,686001,680014,680014
Kerala,2021,3,695001,631261,631261
Kerala,2021,3,682042,512638,512638
Kerala,2021,3,691001,508345,508345
Kerala,2021,3,682024,447797,447797
Kerala,2021,4,682016,8930087,8930087
Kerala,2021,4,682003,2715548,2715548
Kerala,2021,4,680001,2199213,2199213
Kerala,2021,4,676504,1341706,1341706
Kerala,2021,4,673032,1273522,1273522
Kerala,2021,4,686001,832169,832169
Kerala,2021,4,695001,782037,782037
Kerala,2021,4,682042,691491,691491
Kerala,2021,4,691001,622328,622328
Kerala,2021,4,682024,620902,620902
Kerala,2022,1,682016,10668279,10668279
Kerala,2022,1,682003,3301409,3301409
Kerala,2022,1,680001,2665641,2665641
Kerala,2022,1,676504,1593062,1593062
Kerala,2022,1,673032,1344633,1344633
Kerala,2022,1,686001,963050,963050
Kerala,2022,1,695001,908269,908269
Kerala,2022,1,691001,826505,826505
Kerala,2022,1,682042,771918,771918
Kerala,2022,1,682024,678548,678548
Kerala,2022,2,682016,11390739,11390739
Kerala,2022,2,682003,3622092,3622092
Kerala,2022,2,680001,3244043,3244043
Kerala,2022,2,676504,1814600,1814600
Kerala,2022,2,673032,1524291,1524291
Kerala,2022,2,691001,1135098,1135098
Kerala,2022,2,695001,1038601,1038601
Kerala,2022,2,686001,984522,984522
Kerala,2022,2,682042,861613,861613
Kerala,2022,2,682024,755024,755024
Kerala,2022,3,682036,7957281,7957281
Kerala,2022,3,682507,6910583,6910583
Kerala,2022,3,695001,3499068,3499068
Kerala,2022,3,680001,2995750,2995750
Kerala,2022,3,691001,2214879,2214879
Kerala,2022,3,686004,1897865,1897865
Kerala,2022,3,682016,1712502,1712502
Kerala,2022,3,676517,1234319,1234319
Kerala,2022,3,688012,1032141,1032141
Kerala,2022,3,682024,1006763,1006763
Kerala,2022,4,682507,14935118,14935118
Kerala,2022,4,680001,6143263,6143263
Kerala,2022,4,682036,4799046,4799046
Kerala,2022,4,695001,2750149,2750149
Kerala,2022,4,676517,2211184,2211184
Kerala,2022,4,686004,2038003,2038003
Kerala,2022,4,691001,1720848,1720848
Kerala,2022,4,688012,1254680,1254680
Kerala,2022,4,678001,1180594,1180594
Kerala,2022,4,682024,1174630,1174630
Ladakh,2018,1,194104,2020,2020
Ladakh,2018,1,194101,1308,1308
Ladakh,2018,1,194107,907,907
Ladakh,2018,1,194201,453,453
Ladakh,2018,1,194703,343,343
Ladakh,2018,1,194105,285,285
Ladakh,2018,1,194103,270,270
Ladakh,2018,1,194102,214,214
Ladakh,2018,1,194109,125,125
Ladakh,2018,1,194106,98,98
Ladakh,2018,2,194104,3729,3729
Ladakh,2018,2,194101,3139,3139
Ladakh,2018,2,194107,2134,2134
Ladakh,2018,2,194201,1555,1555
Ladakh,2018,2,194102,1128,1128
Ladakh,2018,2,194103,918,918
Ladakh,2018,2,194703,888,888
Ladakh,2018,2,194105,827,827
Ladakh,2018,2,194109,276,276
Ladakh,2018,2,194401,204,204
Ladakh,2018,3,194104,5788,5788
Ladakh,2018,3,194101,5432,5432
Ladakh,2018,3,194107,3831,3831
Ladakh,2018,3,194201,2473,2473
Ladakh,2018,3,194102,1768,1768
Ladakh,2018,3,194103,1439,1439
Ladakh,2018,3,194105,1439,1439
Ladakh,2018,3,194703,1238,1238
Ladakh,2018,3,194106,883,883
Ladakh,2018,3,194401,285,285
Ladakh,2018,4,194104,9100,9100
Ladakh,2018,4,194101,6526,6526
Ladakh,2018,4,194107,5228,5228
Ladakh,2018,4,194201,3905,3905
Ladakh,2018,4,194103,2115,2115
Ladakh,2018,4,194105,2051,2051
Ladakh,2018,4,194703,1965,1965
Ladakh,2018,4,194102,1799,1799
Ladakh,2018,4,194106,1181,1181
Ladakh,2018,4,194401,693,693
Ladakh,2019,1,194104,12861,12861
Ladakh,2019,1,194101,8237,8237
Ladakh,2019,1,194107,6588,6588
Ladakh,2019,1,194201,5019,5019
Ladakh,2019,1,194105,2632,2632
Ladakh,2019,1,194103,2503,2503
Ladakh,2019,1,194102,2041,2041
Ladakh,2019,1,194703,1885,1885
Ladakh,2019,1,194106,1541,1541
Ladakh,2019,1,194401,1370,1370
Ladakh,2019,2,194104,17735,17735
Ladakh,2019,2,194101,14988,14988
Ladakh,2019,2,194201,7906,7906
Ladakh,2019,2,194107,6499,6499
Ladakh,2019,2,194102,4231,4231
Ladakh,2019,2,194103,3828,3828
Ladakh,2019,2,194105,3074,3074
Ladakh,2019,2,194703,2941,2941
Ladakh,2019,2,194401,2568,2568
Ladakh,2019,2,194106,2228,2228
Ladakh,2019,3,194104,23502,23502
Ladakh,2019,3,194101,22448,22448
Ladakh,2019,3,194201,13706,13706
Ladakh,2019,3,194107,8879,8879
Ladakh,2019,3,194401,4366,4366
Ladakh,2019,3,194102,4213,4213
Ladakh,2019,3,194103,3540,3540
Ladakh,2019,3,194106,3475,3475
Ladakh,2019,3,194105,2414,2414
Ladakh,2019,3,194703,2183,2183
Ladakh,2019,4,194104,25677,25677
Ladakh,2019,4,194101,19933,19933
Ladakh,2019,4,194201,12715,12715
Ladakh,2019,4,194107,8728,8728
Ladakh,2019,4,194401,5372,5372
Ladakh,2019,4,194106,4376,4376
Ladakh,2019,4,,2014,2014
Ladakh,2019,4,194103,1521,1521
Ladakh,2019,4,194109,1035,1035
Ladakh,2019,4,194102,903,903
Ladakh,2020,1,194104,30289,30289
Ladakh,2020,1,194101,22693,22693
Ladakh,2020,1,194201,13298,13298
Ladakh,2020,1,194107,10562,10562
Ladakh,2020,1,194103,6375,6375
Ladakh,2020,1,194401,6291,6291
Ladakh,2020,1,194106,5017,5017
Ladakh,2020,1,194703,4869,4869
Ladakh,2020,1,194102,4520,4520
Ladakh,2020,1,194105,4084,4084
Ladakh,2020,2,194104,38688,38688
Ladakh,2020,2,194101,27753,27753
Ladakh,2020,2,194201,17285,17285
Ladakh,2020,2,194107,13133,13133
Ladakh,2020,2,194103,9288,9288
Ladakh,2020,2,194401,8670,8670
Ladakh,2020,2,194102,8264,8264
Ladakh,2020,2,194105,7237,7237
Ladakh,2020,2,194703,7031,7031
Ladakh,2020,2,194106,5244,5244
Ladakh,2020,3,194104,53009,53009
Ladakh,2020,3,194101,36318,36318
Ladakh,2020,3,194201,33208,33208
Ladakh,2020,3,194107,21812,21812
Ladakh,2020,3,194102,13177,13177
Ladakh,2020,3,194103,13164,13164
Ladakh,2020,3,194401,11567,11567
Ladakh,2020,3,194105,9087,9087
Ladakh,2020,3,194106,8926,8926
Ladakh,2020,3,194703,8098,8098
Ladakh,2020,4,194104,79598,79598
Ladakh,2020,4,194101,53569,53569
Ladakh,2020,4,194201,40398,40398
Ladakh,2020,4,194107,28650,28650
Ladakh,2020,4,194103,19884,19884
Ladakh,2020,4,194401,19253,19253
Ladakh,2020,4,194102,17941,17941
Ladakh,2020,4,194106,13802,13802
Ladakh,2020,4,,13717,13717
Ladakh,2020,4,194703,12137,12137
Ladakh,2021,1,194104,69922,69922
Ladakh,2021,1,194101,52241,52241
Ladakh,2021,1,194201,32349,32349
Ladakh,2021,1,194107,20479,20479
Ladakh,2021,1,194401,20189,20189
Ladakh,2021,1,194103,17261,17261
Ladakh,2021,1,194102,11397,11397
Ladakh,2021,1,194703,9665,9665
Ladakh,2021,1,194106,9664,9664
Ladakh,2021,1,194105,9247,9247
Ladakh,2021,2,194104,97554,97554
Ladakh,2021,2,194101,82253,82253
Ladakh,2021,2,194201,46730,46730
Ladakh,2021,2,194107,27961,27961
Ladakh,2021,2,194401,27469,27469
Ladakh,2021,2,194103,23768,23768
Ladakh,2021,2,194102,23109,23109
Ladakh,2021,2,194105,15290,15290
Ladakh,2021,2,194106,13320,13320
Ladakh,2021,2,194703,11776,11776
Ladakh,2021,3,194101,158592,158592
Ladakh,2021,3,194104,134590,134590
Ladakh,2021,3,194201,64437,64437
Ladakh,2021,3,194401,37043,37043
Ladakh,2021,3,194103,34363,34363
Ladakh,2021,3,194102,33291,33291
Ladakh,2021,3,194107,33031,33031
Ladakh,2021,3,194105,21767,21767
Ladakh,2021,3,194106,17972,17972
Ladakh,2021,3,194703,16103,16103
Ladakh,2021,4,194104,152915,152915
Ladakh,2021,4,194101,145867,145867
Ladakh,2021,4,194201,74027,74027
Ladakh,2021,4,194401,43146,43146
Ladakh,2021,4,194107,38000,38000
Ladakh,2021,4,194103,36689,36689
Ladakh,2021,4,194102,31783,31783
Ladakh,2021,4,194105,22207,22207
Ladakh,2021,4,194703,21830,21830
Ladakh,2021,4,194106,17704,17704
Ladakh,2022,1,194104,154272,154272
Ladakh,2022,1,194101,134589,134589
Ladakh,2022,1,194201,76974,76974
Ladakh,2022,1,194107,45153,45153
Ladakh,2022,1,194401,42114,42114
Ladakh,2022,1,194103,34785,34785
Ladakh,2022,1,194102,26314,26314
Ladakh,2022,1,194703,23787,23787
Ladakh,2022,1,194105,23335,23335
Ladakh,2022,1,194106,17551,17551
Ladakh,2022,2,194101,295744,295744
Ladakh,2022,2,194104,235834,235834
Ladakh,2022,2,194201,122174,122174
Ladakh,2022,2,194107,78094,78094
Ladakh,2022,2,194401,77048,77048
Ladakh,2022,2,194103,64923,64923
Ladakh,2022,2,194102,49473,49473
Ladakh,2022,2,194105,39622,39622
Ladakh,2022,2,194703,35267,35267
Ladakh,2022,2,194404,31848,31848
Ladakh,2022,3,194101,320558,320558
Ladakh,2022,3,194104,252253,252253
Ladakh,2022,3,194201,138865,138865
Ladakh,2022,3,194401,78063,78063
Ladakh,2022,3,194103,67676,67676
Ladakh,2022,3,194107,66414,66414
Ladakh,2022,3,194102,58100,58100
Ladakh,2022,3,194404,44884,44884
Ladakh,2022,3,194105,40480,40480
Ladakh,2022,3,194703,33746,33746
Ladakh,2022,4,194104,253102,253102
Ladakh,2022,4,194101,242758,242758
Ladakh,2022,4,194201,128329,128329
Ladakh,2022,4,194401,73153,73153
Ladakh,2022,4,194103,62642,62642
Ladakh,2022,4,194102,55644,55644
Ladakh,2022,4,194107,54757,54757
Ladakh,2022,4,194404,50950,50950
Ladakh,2022,4,194105,41674,41674
Ladakh,2022,4,194703,34085,34085
lakshadweep,2018,1,682551,455,455
lakshadweep,2018,1,682557,126,126
lakshadweep,2018,1,682555,112,112
lakshadweep,2018,1,682556,36,36
lakshadweep,2018,1,682559,30,30
lakshadweep,2018,1,682558,17,17
lakshadweep,2018,1,682552,2,2
lakshadweep,2018,2,682551,1424,1424
lakshadweep,2018,2,682555,296,296
lakshadweep,2018,2,682557,195,195
lakshadweep,2018,2,682559,110,110
lakshadweep,2018,2,682552,53,53
lakshadweep,2018,2,682556,39,39
lakshadweep,2018,2,682554,8,8
lakshadweep,2018,2,682558,7,7
lakshadweep,2018,3,682551,698,698
lakshadweep,2018,3,682555,412,412
lakshadweep,2018,3,682557,190,190
lakshadweep,2018,3,682552,159,159
lakshadweep,2018,3,682559,97,97
lakshadweep,2018,3,682556,69,69
lakshadweep,2018,3,682558,66,66
lakshadweep,2018,3,682554,12,12
lakshadweep,2018,4,682555,759,759
lakshadweep,2018,4,682557,301,301
lakshadweep,2018,4,682551,186,186
lakshadweep,2018,4,682559,143,143
lakshadweep,2018,4,682552,118,118
lakshadweep,2018,4,682556,108,108
lakshadweep,2018,4,682558,23,23
lakshadweep,2018,4,682554,4,4
lakshadweep,2019,1,682555,1321,1321
lakshadweep,2019,1,682557,428,428
lakshadweep,2019,1,682551,203,203
lakshadweep,2019,1,682559,193,193
lakshadweep,2019,1,682552,150,150
lakshadweep,2019,1,682556,109,109
lakshadweep,2019,1,682558,58,58
lakshadweep,2019,1,682554,19,19
lakshadweep,2019,2,682555,1542,1542
lakshadweep,2019,2,682557,431,431
lakshadweep,2019,2,682551,394,394
lakshadweep,2019,2,682559,192,192
lakshadweep,2019,2,682552,182,182
lakshadweep,2019,2,682556,135,135
lakshadweep,2019,2,682558,45,45
lakshadweep,2019,2,682554,5,5
lakshadweep,2019,3,682555,1659,1659
lakshadweep,2019,3,682551,530,530
lakshadweep,2019,3,682557,464,464
lakshadweep,2019,3,682556,153,153
lakshadweep,2019,3,682559,135,135
lakshadweep,2019,3,682552,134,134
lakshadweep,2019,3,682554,20,20
lakshadweep,2019,3,682558,9,9
lakshadweep,2019,4,682555,2171,2171
lakshadweep,2019,4,682551,537,537
lakshadweep,2019,4,682557,351,351
lakshadweep,2019,4,682556,276,276
lakshadweep,2019,4,682554,209,209
lakshadweep,2019,4,682552,107,107
lakshadweep,2019,4,682559,100,100
lakshadweep,2019,4,682558,14,14
lakshadweep,2020,1,682555,2725,2725
lakshadweep,2020,1,682551,833,833
lakshadweep,2020,1,682557,457,457
lakshadweep,2020,1,682556,351,351
lakshadweep,2020,1,682552,331,331
lakshadweep,2020,1,682554,263,263
lakshadweep,2020,1,682559,168,168
lakshadweep,2020,1,682558,23,23
lakshadweep,2020,2,682555,3325,3325
lakshadweep,2020,2,682551,1285,1285
lakshadweep,2020,2,682557,982,982
lakshadweep,2020,2,682556,679,679
lakshadweep,2020,2,682552,356,356
lakshadweep,2020,2,682554,342,342
lakshadweep,2020,2,682559,218,218
lakshadweep,2020,2,682558,33,33
lakshadweep,2020,3,682555,3980,3980
lakshadweep,2020,3,682551,1414,1414
lakshadweep,2020,3,682556,1084,1084
lakshadweep,2020,3,682557,877,877
lakshadweep,2020,3,682552,607,607
lakshadweep,2020,3,682559,333,333
lakshadweep,2020,3,682554,247,247
lakshadweep,2020,3,682558,47,47
lakshadweep,2020,4,682555,5080,5080
lakshadweep,2020,4,682551,2482,2482
lakshadweep,2020,4,682556,1189,1189
lakshadweep,2020,4,682557,1135,1135
lakshadweep,2020,4,682552,1110,1110
lakshadweep,2020,4,682559,338,338
lakshadweep,2020,4,682554,230,230
lakshadweep,2020,4,682558,86,86
lakshadweep,2021,1,682555,4769,4769
lakshadweep,2021,1,682551,1612,1612
lakshadweep,2021,1,682557,794,794
lakshadweep,2021,1,682552,722,722
lakshadweep,2021,1,682556,563,563
lakshadweep,2021,1,682559,328,328
lakshadweep,2021,1,682554,252,252
lakshadweep,2021,1,682558,45,45
lakshadweep,2021,2,682555,5888,5888
lakshadweep,2021,2,682551,2178,2178
lakshadweep,2021,2,682552,993,993
lakshadweep,2021,2,682557,857,857
lakshadweep,2021,2,682556,587,587
lakshadweep,2021,2,682559,504,504
lakshadweep,2021,2,682554,339,339
lakshadweep,2021,2,682558,38,38
lakshadweep,2021,3,682555,6738,6738
lakshadweep,2021,3,682551,2598,2598
lakshadweep,2021,3,682556,964,964
lakshadweep,2021,3,682552,940,940
lakshadweep,2021,3,682557,771,771
lakshadweep,2021,3,682559,721,721
lakshadweep,2021,3,682554,591,591
lakshadweep,2021,3,682558,47,47
lakshadweep,2021,4,682555,7192,7192
lakshadweep,2021,4,682551,3110,3110
lakshadweep,2021,4,682557,1413,1413
lakshadweep,2021,4,682552,1202,1202
lakshadweep,2021,4,682556,1099,1099
lakshadweep,2021,4,682559,758,758
lakshadweep,2021,4,682554,606,606
lakshadweep,2021,4,682558,90,90
lakshadweep,2022,1,682555,7323,7323
lakshadweep,2022,1,682551,3633,3633
lakshadweep,2022,1,682557,1982,1982
lakshadweep,2022,1,682552,1081,1081
lakshadweep,2022,1,682556,1080,1080
lakshadweep,2022,1,682554,608,608
lakshadweep,2022,1,682559,563,563
lakshadweep,2022,1,682558,127,127
lakshadweep,2022,2,682555,7618,7618
lakshadweep,2022,2,682551,3798,3798
lakshadweep,2022,2,682557,2325,2325
lakshadweep,2022,2,682552,1342,1342
